number, dummy_non_parameter_1, dummy_non_parameter_2, dummy_non_parameter_3, dummy_non_parameter_4, p1, p2, p3, p4, p5, p6, p7, p8, p9, p10, p11, p12, p13, p14, p15, p16, p17, p18, p19, p20, p21, p22, p23
0, -1, 0, 0, 0, 150, YES, 0.1, YES, 0, 4, 10, 20, YES, -0.01, -10, 3, 7, 2, RESTRICTED, 2, NONE, 10, YES, 10, 2, 4, YES
0, -1, 0, 0, 0, 75, NO, 0.0001, YES, 0, 0, 100, 15, NO, 400, -2, 2, 4, 0, EXTENDED, 1, EXTENDED, 100, YES, 10, 4, 4, NO
0, -1, 0, 0, 0, 5, NO, 0.001, YES, 2, 4, 5, 15, YES, 400, -10, 5, 7, 3, EXTENDED, 4, EXTENDED, 1000, NO, 20, 5, 4, YES
0, -1, 0, 0, 0, 10, YES, 0.001, NO, 0, 5, 10, 3, YES, -0.02, -2, 5, 4, 2, RESTRICTED, 4, RESTRICTED, 1000, NO, 1, 4, 5, YES
0, -1, 0, 0, 0, 10, YES, 0.0005, NO, 2, 4, 5, 10, YES, 200, -0.1, 6, 7, 2, NONE, 4, EXTENDED, 100, YES, 20, 5, 7, YES
0, -1, 0, 0, 0, 100, NO, 0.005, YES, 50, 4, 10, 15, NO, -0.01, -4, 2, 5, 1, NONE, 2, NONE, 1000, YES, 10, 4, 7, NO
0, -1, 0, 0, 0, 25, NO, -1, NO, 1, 6, 75, 15, NO, 100, -0.5, 3, 5, 0, NONE, 0, NONE, 10, NO, 2, 2, 4, YES
0, -1, 0, 0, 0, 200, YES, 0.0005, NO, 10, 4, 20, 3, NO, -0.02, -2, 3, 4, 0, EXTENDED, 3, EXTENDED, 10, YES, 5, 1, 6, NO
0, -1, 0, 0, 0, 75, NO, 0.005, NO, 20, 5, 10, 3, YES, -0.5, -0.1, 3, 6, 1, RESTRICTED, 3, NONE, 1000, YES, 1, 3, 5, YES
0, -1, 0, 0, 0, 200, NO, 0.0001, NO, 1, 4, 10, 7, YES, 200, -4, 5, 7, 2, RESTRICTED, 3, NONE, 100, NO, 1, 1, 0, NO
0, -1, 0, 0, 0, 150, NO, 0.005, YES, 2, 5, 20, 10, NO, 100, -0.25, 4, 4, 4, EXTENDED, 3, RESTRICTED, 10, NO, 2, 1, 6, YES
0, -1, 0, 0, 0, 50, YES, 0.01, NO, 1, 4, 100, 20, NO, 400, -2, 5, 7, 1, EXTENDED, 3, NONE, 1000, YES, 10, 5, 0, YES
0, -1, 0, 0, 0, 10, YES, 0.0005, YES, 20, 5, 20, 5, YES, 100, -1, 7, 6, 3, NONE, 4, NONE, 1000, YES, 1, 2, 6, YES
0, -1, 0, 0, 0, 200, NO, 0.0005, YES, 50, 4, 5, 10, YES, -0.1, -1, 2, 6, 1, EXTENDED, 3, NONE, 10, YES, 20, 4, 5, YES
0, -1, 0, 0, 0, 5, YES, 0.01, YES, 5, 0, 75, 15, NO, 400, -10, 3, 6, 3, NONE, 0, EXTENDED, 100, YES, 10, 4, 4, YES
0, -1, 0, 0, 0, 50, NO, 0.001, NO, 10, 6, 100, 5, NO, 100, -4, 5, 6, 2, EXTENDED, 1, EXTENDED, 10, NO, 1, 3, 5, NO
0, -1, 0, 0, 0, 0, YES, 0.01, YES, 20, 0, 10, 5, NO, -0.05, -0.1, 4, 5, 3, EXTENDED, 0, NONE, 100, YES, 20, 2, 5, NO
0, -1, 0, 0, 0, 200, NO, 0.0005, YES, 50, 0, 75, 7, NO, 100, -2, 6, 4, 2, NONE, 3, RESTRICTED, 100, YES, 10, 5, 6, YES
0, -1, 0, 0, 0, 200, NO, 0.05, YES, 1, 5, 10, 5, NO, 100, -4, 6, 6, 1, NONE, 1, NONE, 1000, YES, 3, 4, 0, NO
0, -1, 0, 0, 0, 100, YES, 0.001, NO, 50, 0, 30, 5, NO, -0.2, -2, 7, 7, 1, EXTENDED, 2, NONE, 100, YES, 10, 2, 0, YES
0, -1, 0, 0, 0, 0, YES, 0.0005, NO, 0, 7, 100, 5, NO, 400, -10, 6, 6, 4, EXTENDED, 0, EXTENDED, 100, YES, 3, 4, 3, NO
0, -1, 0, 0, 0, 150, NO, 0.001, NO, 20, 4, 100, 3, YES, -0.5, -4, 5, 7, 0, RESTRICTED, 4, NONE, 10, NO, 10, 3, 4, YES
0, -1, 0, 0, 0, 0, NO, 0.05, YES, 1, 4, 30, 5, NO, -0.01, -0.1, 5, 7, 1, EXTENDED, 0, EXTENDED, 1000, NO, 2, 3, 3, YES
0, -1, 0, 0, 0, 50, NO, 0.001, NO, 0, 6, 75, 10, NO, -0.01, -10, 4, 4, 3, NONE, 3, RESTRICTED, 100, NO, 2, 3, 4, YES
0, -1, 0, 0, 0, 50, YES, -1, NO, 0, 5, 50, 15, YES, 100, -4, 7, 6, 1, EXTENDED, 0, RESTRICTED, 1000, YES, 2, 5, 7, YES
0, -1, 0, 0, 0, 10, YES, 0.005, YES, 2, 0, 10, 20, YES, 100, -0.5, 7, 4, 1, NONE, 1, RESTRICTED, 10, NO, 5, 5, 4, YES
0, -1, 0, 0, 0, 50, NO, 0.01, NO, 20, 4, 10, 7, YES, 200, -0.5, 4, 7, 2, EXTENDED, 2, RESTRICTED, 1000, NO, 2, 2, 2, NO
0, -1, 0, 0, 0, 200, YES, 0.1, NO, 10, 6, 50, 10, NO, -1, -0.1, 5, 4, 1, EXTENDED, 2, RESTRICTED, 1000, NO, 20, 3, 7, YES
0, -1, 0, 0, 0, 50, NO, 0.01, YES, 20, 0, 50, 7, NO, 400, -10, 7, 7, 2, RESTRICTED, 1, NONE, 1000, YES, 5, 3, 4, YES
0, -1, 0, 0, 0, 75, YES, 0.1, NO, 1, 4, 10, 7, YES, 400, -0.5, 2, 4, 1, NONE, 2, RESTRICTED, 100, YES, 10, 5, 5, NO
0, -1, 0, 0, 0, 0, YES, 0.0001, YES, 2, 7, 5, 10, YES, -0.05, -10, 6, 5, 1, RESTRICTED, 1, NONE, 1000, YES, 2, 2, 0, NO
0, -1, 0, 0, 0, 200, NO, 0.0005, NO, 1, 0, 20, 10, NO, -1, -0.25, 7, 7, 2, EXTENDED, 1, RESTRICTED, 1000, YES, 20, 5, 3, NO
0, -1, 0, 0, 0, 0, NO, 0.1, NO, 1, 5, 20, 20, YES, 100, -1, 4, 5, 4, NONE, 1, NONE, 10, YES, 10, 2, 2, NO
0, -1, 0, 0, 0, 150, YES, 0.005, YES, 5, 6, 75, 3, NO, 400, -2, 5, 4, 2, EXTENDED, 0, RESTRICTED, 10, YES, 3, 3, 3, NO
0, -1, 0, 0, 0, 50, YES, 0.0001, YES, 1, 4, 30, 20, NO, 100, -0.5, 7, 7, 2, NONE, 2, EXTENDED, 100, YES, 1, 2, 7, YES
0, -1, 0, 0, 0, 75, YES, 0.01, YES, 5, 5, 50, 7, NO, 100, -0.1, 6, 4, 4, NONE, 3, RESTRICTED, 100, YES, 2, 2, 7, NO
0, -1, 0, 0, 0, 5, YES, -1, YES, 10, 6, 75, 10, NO, 400, -2, 5, 7, 0, EXTENDED, 3, EXTENDED, 100, YES, 20, 4, 6, YES
0, -1, 0, 0, 0, 200, NO, 0.001, NO, 1, 6, 100, 20, YES, -0.05, -2, 2, 5, 0, RESTRICTED, 4, RESTRICTED, 10, NO, 1, 1, 6, YES
0, -1, 0, 0, 0, 10, NO, 0.05, YES, 2, 5, 100, 5, YES, 200, -1, 2, 6, 2, NONE, 2, EXTENDED, 1000, YES, 2, 2, 2, YES
0, -1, 0, 0, 0, 200, NO, 0.0005, NO, 5, 4, 10, 7, NO, 400, -0.1, 2, 5, 0, EXTENDED, 3, RESTRICTED, 1000, NO, 1, 1, 2, YES
0, -1, 0, 0, 0, 0, YES, 0.0001, YES, 50, 4, 20, 15, NO, -0.2, -0.5, 2, 5, 1, NONE, 1, RESTRICTED, 10, NO, 20, 5, 2, YES
0, -1, 0, 0, 0, 5, YES, -1, NO, 10, 5, 30, 7, YES, 400, -0.1, 4, 6, 2, NONE, 3, RESTRICTED, 100, NO, 1, 1, 4, NO
0, -1, 0, 0, 0, 25, YES, 0.01, YES, 5, 5, 20, 20, YES, -1, -4, 3, 4, 3, NONE, 1, NONE, 1000, NO, 10, 5, 3, NO
0, -1, 0, 0, 0, 100, YES, 0.1, YES, 0, 4, 10, 3, YES, 200, -0.25, 3, 4, 0, NONE, 1, RESTRICTED, 1000, YES, 3, 4, 2, NO
0, -1, 0, 0, 0, 25, NO, 0.01, YES, 1, 4, 30, 3, NO, 100, -10, 3, 6, 4, RESTRICTED, 1, NONE, 100, YES, 2, 3, 5, YES
0, -1, 0, 0, 0, 200, YES, 0.05, NO, 0, 4, 20, 3, NO, -0.02, -1, 5, 7, 1, RESTRICTED, 3, RESTRICTED, 1000, YES, 10, 2, 2, YES
0, -1, 0, 0, 0, 150, NO, 0.0001, YES, 0, 6, 50, 15, YES, -0.1, -0.25, 6, 6, 2, EXTENDED, 1, NONE, 1000, NO, 1, 3, 6, NO
0, -1, 0, 0, 0, 75, YES, 0.05, NO, 2, 4, 10, 20, NO, -0.05, -1, 5, 6, 4, RESTRICTED, 2, NONE, 100, NO, 20, 1, 7, YES
0, -1, 0, 0, 0, 10, NO, -1, YES, 1, 5, 50, 3, YES, 200, -10, 6, 4, 0, RESTRICTED, 3, RESTRICTED, 10, YES, 2, 2, 2, YES
0, -1, 0, 0, 0, 0, YES, 0.0001, NO, 2, 7, 20, 20, YES, 100, -0.1, 3, 6, 1, EXTENDED, 4, RESTRICTED, 1000, NO, 20, 2, 5, YES
0, -1, 0, 0, 0, 75, YES, 0.1, YES, 1, 5, 10, 3, YES, 400, -0.25, 4, 6, 1, EXTENDED, 1, NONE, 100, NO, 20, 5, 2, NO
0, -1, 0, 0, 0, 50, YES, 0.0005, NO, 0, 0, 100, 3, NO, 400, -10, 6, 7, 3, RESTRICTED, 2, EXTENDED, 1000, YES, 3, 3, 0, YES
0, -1, 0, 0, 0, 25, YES, 0.01, NO, 1, 4, 75, 20, YES, 400, -2, 2, 5, 1, NONE, 3, EXTENDED, 1000, NO, 2, 2, 4, NO
0, -1, 0, 0, 0, 25, YES, 0.0005, NO, 20, 0, 75, 3, NO, -0.02, -10, 7, 6, 4, EXTENDED, 2, NONE, 100, YES, 10, 1, 0, NO
0, -1, 0, 0, 0, 10, NO, 0.0005, NO, 5, 5, 30, 5, YES, -0.1, -1, 3, 5, 3, EXTENDED, 2, NONE, 10, YES, 5, 5, 6, YES
0, -1, 0, 0, 0, 50, YES, 0.001, NO, 20, 4, 30, 20, NO, -0.5, -2, 2, 6, 4, NONE, 4, RESTRICTED, 1000, NO, 2, 3, 4, NO
0, -1, 0, 0, 0, 10, YES, 0.01, NO, 20, 5, 10, 3, NO, -0.5, -1, 7, 5, 1, NONE, 0, EXTENDED, 100, NO, 5, 3, 6, NO
0, -1, 0, 0, 0, 10, NO, -1, YES, 20, 4, 10, 3, NO, -0.2, -0.1, 4, 7, 2, EXTENDED, 1, NONE, 1000, NO, 10, 2, 7, NO
0, -1, 0, 0, 0, 5, YES, 0.0005, YES, 1, 4, 30, 20, YES, -0.1, -1, 5, 4, 0, NONE, 0, RESTRICTED, 100, NO, 10, 1, 2, YES
0, -1, 0, 0, 0, 0, NO, 0.05, NO, 1, 7, 5, 10, NO, -1, -0.25, 4, 7, 3, RESTRICTED, 3, EXTENDED, 10, NO, 2, 2, 0, NO
0, -1, 0, 0, 0, 150, NO, 0.01, NO, 50, 0, 30, 3, NO, -0.05, -4, 3, 5, 4, EXTENDED, 2, NONE, 100, NO, 10, 4, 7, YES
0, -1, 0, 0, 0, 25, YES, 0.1, YES, 2, 5, 50, 20, NO, -0.02, -10, 3, 7, 4, EXTENDED, 2, NONE, 10, NO, 1, 4, 5, NO
0, -1, 0, 0, 0, 0, YES, 0.1, YES, 20, 0, 20, 20, NO, -0.05, -1, 3, 6, 1, RESTRICTED, 4, EXTENDED, 1000, NO, 2, 4, 7, YES
0, -1, 0, 0, 0, 0, NO, 0.0001, YES, 50, 5, 5, 15, NO, -0.02, -1, 3, 5, 1, EXTENDED, 3, RESTRICTED, 10, YES, 5, 5, 2, YES
0, -1, 0, 0, 0, 5, YES, 0.0005, YES, 0, 4, 30, 5, NO, -0.5, -4, 4, 5, 0, RESTRICTED, 3, NONE, 1000, NO, 5, 5, 3, NO
0, -1, 0, 0, 0, 5, NO, -1, YES, 2, 6, 100, 3, NO, -0.5, -1, 3, 5, 3, EXTENDED, 3, NONE, 100, NO, 3, 1, 3, YES
0, -1, 0, 0, 0, 10, YES, 0.0001, YES, 1, 5, 100, 10, NO, -0.02, -10, 2, 5, 1, EXTENDED, 0, RESTRICTED, 1000, YES, 1, 3, 5, NO
0, -1, 0, 0, 0, 10, YES, 0.0005, YES, 50, 5, 20, 15, NO, 400, -4, 3, 6, 0, NONE, 0, EXTENDED, 1000, YES, 2, 3, 6, YES
0, -1, 0, 0, 0, 0, NO, 0.001, YES, 0, 6, 10, 5, NO, -1, -0.25, 2, 4, 0, EXTENDED, 1, RESTRICTED, 10, NO, 5, 2, 5, NO
0, -1, 0, 0, 0, 100, NO, 0.001, NO, 10, 5, 20, 20, YES, -0.02, -2, 7, 4, 0, RESTRICTED, 1, NONE, 100, NO, 10, 4, 6, YES
0, -1, 0, 0, 0, 50, YES, 0.001, YES, 20, 6, 5, 3, NO, -0.01, -1, 7, 4, 3, NONE, 1, EXTENDED, 10, YES, 10, 1, 3, NO
0, -1, 0, 0, 0, 75, NO, 0.0001, YES, 5, 6, 30, 5, NO, -0.1, -0.1, 7, 4, 4, EXTENDED, 3, NONE, 100, NO, 20, 1, 2, NO
0, -1, 0, 0, 0, 150, YES, 0.01, YES, 1, 5, 75, 7, NO, -0.5, -2, 7, 7, 4, RESTRICTED, 4, NONE, 10, NO, 1, 3, 2, YES
0, -1, 0, 0, 0, 100, NO, 0.0001, YES, 1, 7, 50, 10, YES, -0.5, -0.1, 3, 4, 2, NONE, 4, NONE, 100, NO, 20, 3, 7, NO
0, -1, 0, 0, 0, 50, YES, 0.0001, YES, 1, 4, 5, 10, NO, 100, -2, 6, 5, 4, NONE, 2, EXTENDED, 10, YES, 3, 1, 7, YES
0, -1, 0, 0, 0, 50, NO, 0.0001, YES, 1, 7, 30, 3, YES, -0.02, -1, 3, 6, 4, EXTENDED, 1, NONE, 100, NO, 2, 4, 2, NO
0, -1, 0, 0, 0, 75, YES, -1, YES, 50, 6, 75, 7, YES, 400, -10, 6, 7, 2, RESTRICTED, 2, RESTRICTED, 1000, YES, 20, 2, 0, NO
0, -1, 0, 0, 0, 150, NO, 0.05, YES, 10, 5, 50, 15, NO, -0.2, -10, 7, 7, 0, EXTENDED, 1, EXTENDED, 10, NO, 3, 2, 0, YES
0, -1, 0, 0, 0, 150, NO, 0.05, YES, 2, 7, 75, 3, YES, -0.02, -0.5, 5, 7, 1, RESTRICTED, 0, NONE, 10, YES, 10, 4, 0, NO
0, -1, 0, 0, 0, 5, NO, -1, NO, 0, 5, 20, 5, YES, -0.1, -0.5, 5, 5, 0, RESTRICTED, 4, RESTRICTED, 1000, NO, 2, 4, 6, YES
0, -1, 0, 0, 0, 0, YES, 0.0001, YES, 2, 5, 50, 15, YES, -0.02, -0.1, 4, 6, 1, NONE, 1, NONE, 10, YES, 5, 2, 3, YES
0, -1, 0, 0, 0, 50, YES, 0.0001, NO, 1, 5, 20, 15, YES, 400, -0.5, 6, 5, 3, EXTENDED, 1, RESTRICTED, 100, NO, 10, 4, 3, YES
0, -1, 0, 0, 0, 10, YES, 0.05, NO, 5, 6, 75, 3, YES, -0.05, -10, 3, 4, 2, RESTRICTED, 1, RESTRICTED, 10, YES, 20, 1, 3, YES
0, -1, 0, 0, 0, 75, NO, 0.01, YES, 20, 0, 30, 15, YES, -0.2, -10, 3, 7, 4, EXTENDED, 2, NONE, 100, YES, 10, 5, 7, YES
0, -1, 0, 0, 0, 0, YES, -1, NO, 1, 6, 20, 3, YES, 400, -1, 4, 5, 0, EXTENDED, 4, RESTRICTED, 100, NO, 10, 1, 4, NO
0, -1, 0, 0, 0, 75, YES, 0.001, YES, 20, 5, 100, 20, NO, 100, -0.1, 5, 7, 4, EXTENDED, 4, EXTENDED, 1000, YES, 3, 2, 0, NO
0, -1, 0, 0, 0, 100, NO, -1, NO, 0, 4, 100, 7, YES, -1, -10, 7, 5, 2, EXTENDED, 3, RESTRICTED, 100, NO, 20, 4, 0, YES
0, -1, 0, 0, 0, 25, NO, 0.001, NO, 10, 5, 30, 5, NO, 400, -10, 2, 5, 3, NONE, 0, EXTENDED, 10, YES, 10, 2, 3, YES
0, -1, 0, 0, 0, 25, YES, 0.005, NO, 1, 7, 50, 10, NO, -0.1, -1, 6, 4, 0, RESTRICTED, 1, NONE, 10, YES, 1, 4, 3, NO
0, -1, 0, 0, 0, 25, YES, 0.0005, NO, 2, 5, 75, 20, YES, -0.01, -0.5, 5, 4, 2, EXTENDED, 3, RESTRICTED, 1000, NO, 3, 5, 0, YES
0, -1, 0, 0, 0, 150, YES, 0.01, NO, 0, 4, 30, 10, YES, -0.01, -0.5, 2, 5, 2, NONE, 3, NONE, 10, YES, 2, 4, 5, NO
0, -1, 0, 0, 0, 100, YES, 0.01, NO, 10, 5, 100, 15, YES, -1, -2, 2, 5, 4, NONE, 3, NONE, 100, YES, 1, 5, 7, YES
0, -1, 0, 0, 0, 150, YES, 0.1, NO, 20, 6, 75, 3, YES, -0.02, -0.25, 5, 7, 3, EXTENDED, 0, RESTRICTED, 100, NO, 20, 1, 2, NO
0, -1, 0, 0, 0, 5, NO, 0.1, NO, 50, 0, 10, 15, NO, 400, -4, 3, 6, 0, RESTRICTED, 1, RESTRICTED, 1000, YES, 5, 4, 0, NO
0, -1, 0, 0, 0, 25, NO, -1, NO, 2, 4, 100, 3, YES, 200, -1, 3, 4, 1, NONE, 0, RESTRICTED, 1000, NO, 2, 1, 3, YES
0, -1, 0, 0, 0, 75, NO, 0.0001, NO, 5, 6, 100, 15, YES, -0.05, -2, 3, 6, 3, RESTRICTED, 4, RESTRICTED, 10, YES, 2, 4, 3, YES
0, -1, 0, 0, 0, 75, YES, 0.01, NO, 5, 0, 50, 3, NO, -0.01, -0.1, 6, 7, 1, NONE, 4, RESTRICTED, 1000, NO, 20, 3, 7, YES
0, -1, 0, 0, 0, 50, YES, -1, YES, 10, 7, 30, 7, NO, -0.5, -1, 6, 5, 2, NONE, 0, NONE, 10, YES, 5, 3, 0, YES
0, -1, 0, 0, 0, 50, YES, 0.0001, YES, 20, 5, 50, 3, NO, -0.05, -1, 7, 6, 4, NONE, 3, NONE, 10, NO, 5, 1, 0, YES
0, -1, 0, 0, 0, 25, YES, 0.001, NO, 0, 5, 5, 15, NO, -1, -10, 4, 6, 2, NONE, 2, RESTRICTED, 1000, NO, 20, 4, 5, YES
0, -1, 0, 0, 0, 75, YES, 0.0005, YES, 1, 4, 100, 10, NO, 100, -0.5, 2, 4, 0, NONE, 3, RESTRICTED, 10, NO, 10, 3, 3, YES
0, -1, 0, 0, 0, 100, NO, 0.1, NO, 20, 4, 20, 7, NO, -0.01, -2, 6, 5, 4, EXTENDED, 1, RESTRICTED, 1000, YES, 20, 4, 2, YES
0, -1, 0, 0, 0, 100, YES, 0.1, YES, 10, 6, 30, 7, YES, -0.02, -1, 3, 5, 3, RESTRICTED, 4, NONE, 100, YES, 5, 5, 6, NO
0, -1, 0, 0, 0, 0, YES, 0.0005, NO, 0, 0, 50, 3, YES, -0.01, -10, 3, 4, 0, RESTRICTED, 0, EXTENDED, 10, NO, 2, 3, 4, YES
0, -1, 0, 0, 0, 150, NO, 0.0005, NO, 5, 7, 50, 20, YES, -0.2, -0.25, 5, 7, 0, EXTENDED, 2, NONE, 100, YES, 1, 3, 6, NO
0, -1, 0, 0, 0, 25, YES, 0.0005, YES, 1, 5, 50, 5, YES, 100, -10, 4, 7, 1, EXTENDED, 3, NONE, 100, YES, 20, 4, 6, YES
0, -1, 0, 0, 0, 150, YES, 0.001, YES, 2, 7, 75, 10, NO, -0.02, -10, 7, 4, 3, NONE, 3, NONE, 1000, YES, 20, 3, 5, YES
0, -1, 0, 0, 0, 200, NO, 0.005, YES, 5, 4, 100, 5, NO, -0.2, -4, 5, 4, 0, NONE, 0, RESTRICTED, 10, YES, 5, 5, 0, NO
0, -1, 0, 0, 0, 150, YES, 0.0005, YES, 2, 0, 100, 7, NO, 200, -0.1, 2, 4, 1, EXTENDED, 0, RESTRICTED, 10, YES, 2, 4, 2, YES
0, -1, 0, 0, 0, 75, YES, -1, YES, 0, 4, 10, 7, NO, -1, -10, 4, 5, 2, RESTRICTED, 3, NONE, 1000, NO, 20, 1, 4, NO
0, -1, 0, 0, 0, 0, NO, 0.005, NO, 10, 0, 30, 15, NO, 400, -2, 2, 7, 2, NONE, 1, NONE, 10, NO, 3, 3, 0, NO
0, -1, 0, 0, 0, 10, NO, -1, YES, 1, 0, 30, 5, NO, -1, -1, 2, 6, 3, EXTENDED, 2, RESTRICTED, 10, YES, 2, 5, 6, YES
0, -1, 0, 0, 0, 100, NO, 0.0005, YES, 0, 0, 10, 20, NO, -0.02, -1, 6, 6, 2, EXTENDED, 0, NONE, 1000, NO, 2, 5, 5, YES
0, -1, 0, 0, 0, 150, NO, 0.05, NO, 10, 6, 5, 3, YES, 400, -0.5, 4, 5, 1, EXTENDED, 3, NONE, 10, NO, 2, 2, 0, NO
0, -1, 0, 0, 0, 75, YES, 0.0005, NO, 5, 4, 5, 20, NO, -0.01, -1, 2, 5, 4, NONE, 2, RESTRICTED, 100, NO, 10, 3, 0, NO
0, -1, 0, 0, 0, 100, NO, 0.001, NO, 50, 6, 5, 20, YES, 400, -0.25, 2, 6, 2, RESTRICTED, 4, EXTENDED, 100, NO, 3, 3, 6, NO
0, -1, 0, 0, 0, 200, NO, -1, NO, 10, 0, 75, 10, YES, -0.5, -4, 4, 6, 2, NONE, 4, NONE, 1000, NO, 5, 3, 7, NO
0, -1, 0, 0, 0, 50, NO, 0.05, YES, 20, 5, 50, 3, YES, 200, -0.1, 2, 5, 1, RESTRICTED, 4, EXTENDED, 1000, NO, 1, 2, 3, YES
0, -1, 0, 0, 0, 75, NO, 0.05, YES, 5, 0, 10, 20, NO, -0.2, -2, 6, 7, 1, NONE, 2, RESTRICTED, 10, NO, 20, 4, 3, NO
0, -1, 0, 0, 0, 5, NO, 0.01, YES, 1, 5, 50, 20, NO, -0.5, -2, 5, 7, 3, EXTENDED, 0, NONE, 10, YES, 5, 4, 6, NO
0, -1, 0, 0, 0, 100, YES, 0.001, YES, 20, 5, 5, 15, YES, 100, -2, 3, 6, 2, RESTRICTED, 0, RESTRICTED, 100, NO, 1, 2, 6, NO
0, -1, 0, 0, 0, 10, YES, 0.005, YES, 2, 7, 75, 3, YES, -0.1, -10, 2, 5, 1, RESTRICTED, 2, RESTRICTED, 1000, NO, 20, 4, 2, YES
0, -1, 0, 0, 0, 50, YES, -1, YES, 5, 0, 5, 7, NO, -0.05, -1, 6, 4, 1, RESTRICTED, 0, EXTENDED, 1000, NO, 3, 1, 3, YES
0, -1, 0, 0, 0, 50, YES, 0.1, NO, 20, 6, 5, 3, NO, -0.02, -0.25, 3, 6, 0, EXTENDED, 1, NONE, 100, YES, 20, 3, 0, YES
0, -1, 0, 0, 0, 0, NO, 0.001, NO, 1, 6, 5, 5, YES, -0.01, -0.25, 3, 7, 1, EXTENDED, 2, RESTRICTED, 100, YES, 1, 2, 7, NO
0, -1, 0, 0, 0, 100, NO, 0.1, NO, 2, 7, 50, 15, NO, -1, -2, 4, 6, 2, EXTENDED, 1, RESTRICTED, 1000, YES, 10, 5, 5, YES
0, -1, 0, 0, 0, 0, NO, -1, NO, 5, 5, 5, 15, YES, -1, -0.5, 5, 5, 3, EXTENDED, 3, NONE, 100, NO, 5, 3, 0, YES
0, -1, 0, 0, 0, 10, YES, 0.05, YES, 50, 4, 30, 3, NO, 400, -4, 3, 4, 4, EXTENDED, 3, EXTENDED, 100, NO, 1, 1, 5, NO
0, -1, 0, 0, 0, 100, NO, 0.005, YES, 1, 4, 30, 10, YES, -0.1, -4, 2, 7, 3, RESTRICTED, 4, RESTRICTED, 100, YES, 10, 1, 4, YES
0, -1, 0, 0, 0, 100, YES, 0.05, YES, 1, 5, 20, 10, NO, -1, -0.25, 7, 6, 0, NONE, 0, RESTRICTED, 10, YES, 10, 3, 4, NO
0, -1, 0, 0, 0, 50, NO, 0.001, YES, 5, 6, 100, 7, YES, 400, -2, 3, 6, 3, RESTRICTED, 4, EXTENDED, 1000, NO, 20, 4, 5, NO
0, -1, 0, 0, 0, 25, YES, 0.001, NO, 5, 6, 100, 7, NO, -0.2, -10, 3, 6, 2, EXTENDED, 0, EXTENDED, 1000, NO, 10, 3, 4, NO
0, -1, 0, 0, 0, 5, NO, 0.05, YES, 0, 6, 75, 15, YES, 200, -4, 5, 4, 1, EXTENDED, 0, RESTRICTED, 100, NO, 20, 4, 5, YES
0, -1, 0, 0, 0, 0, YES, 0.1, NO, 1, 0, 50, 15, NO, 100, -0.1, 5, 4, 1, RESTRICTED, 0, EXTENDED, 10, NO, 20, 5, 0, YES
0, -1, 0, 0, 0, 200, YES, 0.001, YES, 10, 6, 20, 20, NO, -0.05, -2, 2, 7, 0, EXTENDED, 3, EXTENDED, 100, YES, 1, 4, 7, NO
0, -1, 0, 0, 0, 75, NO, 0.001, YES, 0, 5, 20, 20, NO, -1, -10, 2, 6, 1, NONE, 3, NONE, 1000, NO, 3, 3, 3, YES
0, -1, 0, 0, 0, 25, NO, 0.0005, YES, 50, 0, 30, 3, YES, 200, -10, 6, 7, 1, EXTENDED, 1, EXTENDED, 1000, YES, 20, 5, 6, YES
0, -1, 0, 0, 0, 75, YES, 0.0001, YES, 20, 6, 50, 7, YES, 200, -10, 3, 7, 2, RESTRICTED, 3, RESTRICTED, 100, NO, 2, 1, 0, NO
0, -1, 0, 0, 0, 150, NO, -1, NO, 2, 4, 5, 15, NO, -0.2, -0.5, 7, 4, 3, RESTRICTED, 2, NONE, 10, NO, 20, 2, 4, NO
0, -1, 0, 0, 0, 200, NO, 0.0001, YES, 10, 6, 50, 7, YES, -0.1, -0.5, 5, 7, 1, RESTRICTED, 1, EXTENDED, 100, YES, 2, 1, 3, YES
0, -1, 0, 0, 0, 200, NO, 0.0005, YES, 1, 4, 100, 10, YES, -0.01, -1, 5, 5, 3, EXTENDED, 0, RESTRICTED, 100, NO, 10, 4, 5, YES
0, -1, 0, 0, 0, 10, NO, 0.1, NO, 10, 0, 5, 20, YES, 200, -0.5, 2, 7, 1, EXTENDED, 0, NONE, 100, NO, 5, 5, 4, NO
0, -1, 0, 0, 0, 10, NO, 0.01, NO, 2, 5, 100, 7, NO, -0.05, -10, 3, 4, 2, RESTRICTED, 4, NONE, 100, NO, 2, 1, 0, NO
0, -1, 0, 0, 0, 0, YES, 0.0005, YES, 50, 5, 50, 20, YES, -0.02, -0.5, 2, 5, 3, EXTENDED, 3, NONE, 1000, NO, 10, 2, 3, NO
0, -1, 0, 0, 0, 200, YES, 0.0005, YES, 10, 0, 20, 3, YES, -0.2, -0.1, 5, 5, 1, EXTENDED, 2, NONE, 10, NO, 20, 3, 5, YES
0, -1, 0, 0, 0, 25, YES, 0.0001, YES, 20, 4, 100, 15, NO, -0.01, -0.5, 7, 4, 4, RESTRICTED, 1, RESTRICTED, 1000, YES, 5, 5, 0, NO
0, -1, 0, 0, 0, 0, YES, 0.01, NO, 0, 7, 75, 20, YES, 100, -2, 3, 5, 0, NONE, 3, NONE, 10, YES, 1, 5, 4, NO
0, -1, 0, 0, 0, 25, NO, -1, YES, 1, 7, 75, 7, NO, -0.1, -0.1, 5, 5, 3, NONE, 4, NONE, 10, NO, 1, 5, 7, YES
